Date_of_Publication,Main_Heading,Sentiment_Score,Label
mar 21 2024,CNBC Daily Open: Inflation battle may be far from over,0.11129916183107672,bullish
mar 21 2024,Indicted Sen. Bob Menendez teases independent reelection run if exonerated,0.1354597280653619,bullish
mar 21 2024,"Earn up to 175,000 points with these elevated Hilton American Express card welcome offers",0.17463560903927886,bullish
mar 21 2024,Op-ed: Bitcoin’s recent rise has contributed to investor fear of missing out,0.026633281972265024,bullish
mar 21 2024,Turkey’s central bank raises interest rate to 50% despite previous hints of end to hike cycle,-0.022723110223110226,bearish
mar 21 2024,CNBC Daily Open: Markets surge on Fed rate-cut signals,0.04392751039809863,bullish
mar 20 2024,Gold prices have been hitting record highs — here’s why the rally is far from over,0.050612505472056035,bullish
mar 19 2024,Why EVs are causing a tire boom,0.036081048581048575,bullish
mar 19 2024,World’s largest pension fund explores bitcoin as an investment,0.035367965367965375,bullish
mar 16 2024,Creditors demand Rudy Giuliani sell his $3.5 million Florida condo to pay debts,0.05742845117845116,bullish
mar 15 2024,"Alaska’s ice road oil truckers are in a boom, and causing a backlash",0.09771310039167179,bullish
apr 1 2024,6 best business credit cards for startups of April 2024,0.27122256175197346,bullish
mar 15 2024,Price drop protection saved me $50 on a flight — here’s how I did it,0.13955198240912525,bullish
mar 14 2024,Mega Millions sixth-largest jackpot hits $792 million—how much you’d actually take home in every U.S. state,0.18625914315569495,bullish
mar 14 2024,How doomsday preppers made gold and silver precious end-of-the-world assets,0.09116300366300367,bullish
mar 13 2024,MicroStrategy shares up 180% this year after debt sale to buy more bitcoin spurs latest rally,0.14055555555555557,bullish
mar 13 2024,Christopher Nolan earned nearly $100 million from ‘Oppenheimer’ box office and Oscar success: report,0.23746081504702193,bullish
mar 13 2024,Neil Young announces return to Spotify after Joe Rogan boycott,0.05638820638820639,bullish
mar 28 2024,Here’s how to earn credit card rewards while doing your taxes,0.17717615717615726,bullish
mar 11 2024,"From disappointment to the Olympic dream, Singapore’s sprint queen is ready for the next challenge",0.2078518907563025,bullish
mar 11 2024,A potential Trump win has companies already planning for Chinese tariffs and a new trade war,0.07867499883628917,bullish
mar 28 2024,11 airline credit cards with free checked bag benefits that can save you hundreds,0.27367574984539245,bullish
mar 8 2024,"Warren Buffett owns 2 ETFs—this one is better for everyday investors, experts say",0.20402850695403893,bullish
mar 8 2024,"Ray Dalio says Taylor Swift should be president, posts Eras Tour selfie",0.117526455026455,bullish
mar 8 2024,"Family offices have tripled since 2019, creating a new gold rush on Wall Street",0.052802535155476345,bullish
mar 8 2024,Markets are hitting record highs. And economists like El-Erian and Krugman can’t shake off their fears,0.044276781419638575,bullish
mar 7 2024,"Bailing on the stock market during volatility is a ‘loser’s game,’ financial advisor says. Here’s why",0.07553732303732304,bullish
mar 7 2024,"Robinhood partners with Klutch Sports, brings Rich Paul on as advisor as it moves into sports and entertainment",0.1255808080808081,bullish
mar 6 2024,"Don’t be enticed by the gold rally, expert says: Investors ‘buy gold and hope it doesn’t go up’",0.06304319793681497,bullish
mar 6 2024,"Before ‘Barbie’, Oscar nominee Greta Gerwig was rejected by every writing program she applied to",0.21749639249639252,bullish
mar 6 2024,AI deepfakes are poised to enter court proceedings at time of low trust in legal system,0.05725228475228478,bullish
mar 5 2024,"As gold scales all-time highs, Wall Street analysts say it has even further to go",0.05236244019138757,bullish
mar 5 2024,CNBC Daily Open: Will the Fed not cut rates in 2024?,0.10323357801618671,bullish
mar 4 2024,CNBC Daily Open: No rate cuts in 2024?,0.099173245055598,bullish
mar 4 2024,"Gold rises above $2,100 to highest level ever as traders bet on interest rate cuts",0.03528985507246378,bullish
mar 3 2024,"For century-old Mack Trucks, the 18-wheeled, bulldog-big rig future is still going to be EV",0.06795454545454545,bullish
mar 3 2024,Viking Therapeutics emerges as a strong weight loss drug player — or takeover target,0.1460564435564435,bullish
mar 1 2024,Co-defendant in Sen. Bob Menendez corruption case pleads guilty,-0.055649350649350685,bearish
mar 1 2024,The U.S. national debt is rising by $1 trillion about every 100 days,0.11318027210884354,bullish
mar 1 2024,"New Marriott Bonvoy American Express credit card welcome bonus offers — earn up to 185,000 points",0.3116061154035839,bullish
feb 29 2024,Bitcoin will soon be ‘halved’—what that means for its price,0.0020572181441746657,bullish
feb 26 2024,"Want to invest like Warren Buffett? Ignore pundits and ‘never risk permanent loss of capital,’ says the billionaire",0.17331784594715624,bullish
feb 23 2024,"A Pennsylvania Goodwill received a ‘really unique’ 1-inch gold LEGO piece—it just sold for $18,000",0.12671911421911425,bullish
mar 6 2024,Select Amex cardholders can refer friends and earn generous rewards,0.08485847485847485,bullish
feb 23 2024,Iran has the largest ballistic missile arsenal in the Middle East. Now it’s sending them to Russia,0.0455179586038961,bullish
feb 22 2024,Indonesia’s next president Prabowo made big promises on the campaign trail. Can he deliver?,0.05430238000992719,bullish
feb 20 2024,CNBC Daily Open: U.S. consumers stay bullish on the economy,0.01363636363636364,bullish
feb 19 2024,"Gold at $3,000 and oil at $100 by 2025? Citi analysts don’t rule it out",0.006548438934802573,bullish
feb 18 2024,Aviator AAdvantage Red World Elite Mastercard review — a solid choice for loyal American Airlines flyers,0.18051707551707558,bullish
feb 17 2024,Trump launches sneaker line,0.11118279569892474,bullish
mar 21 2024,Earn five Free Night Awards with this limited-time Marriott card offer,0.2111860198624906,bullish
feb 13 2024,DoubleLine’s Jeff Gundlach warns that stocks are as ‘overvalued’ as early 2022,0.065,bullish
feb 8 2024,Coup nations threaten to quit West Africa bloc: Here’s what it means for the region — and Russia,0.03117131910235359,bullish
feb 14 2024,Here are the 401(k) and IRA contribution limits for 2024,0.16697367258591744,bullish
feb 7 2024,CNBC Daily Open: Tech layoffs continue to hit,0.10719213410702773,bullish
feb 6 2024,CNBC Daily Open: No letup in tech layoffs,0.11732128982128981,bullish
feb 5 2024,CNBC Daily Open: A scorching start for U.S. jobs growth,0.14688888888888887,bullish
feb 3 2024,"LVMH takes aim at $30 billion watch market with high-end, reinvented pieces",0.13016697588126164,bullish
feb 2 2024,The ‘mob wife’ trend takes over after quiet luxury — and it’s easier on the wallet,0.03398520084566596,bullish
feb 2 2024,"A year after bankruptcy concerns, Carvana is leaner and ready for its Wall Street redemption",0.08961708603896103,bullish
feb 2 2024,CNBC Daily Open: Mega tech earnings grab attention,0.1183465085638999,bullish
mar 28 2024,"Major Delta Amex card changes: New statement credits, welcome bonuses and higher annual fees",0.19946939634439648,bullish
jan 31 2024,"Red Sea supply chain inflation may be peaking already, new trade data suggests",0.07034617209274742,bullish
feb 14 2024,Robinhood is offering limited-time 3% match for select IRA transfers and 401(k) rollovers,0.1473427887901572,bullish
jan 31 2024,Biden says he has decided on response to deaths of U.S. soldiers in Jordan,0.0028787878787878834,bullish
jan 30 2024,"‘No shipping, no shopping’: Trade experts warn Congress what more Houthi Red Sea chaos will mean for economy",0.07082616179001719,bullish
mar 21 2024,Do you lose your unredeemed rewards when you close a credit card?,0.12714393939393936,bullish
jan 29 2024,"The 15 most expensive U.S. neighborhoods per square foot—No. 1 is 2,000% higher than average",0.0883766233766234,bullish
jan 26 2024,"Bilt’s February Rent Day: Exclusive Valentine’s Day reservations, 150% transfer bonus and more",0.2042340067340068,bullish
jan 24 2024,Here’s what the S&P 500 is and how to invest in it,0.03978064618308521,bullish
jan 23 2024,How to start a lucrative side hustle in 3 steps: You don’t need to trade ‘your time for money’,0.22285196687370598,bullish
apr 2 2024,You can earn airline elite status without flying all the time — here’s how,0.1891148589065256,bullish
jan 22 2024,UBS sees a 10% spike for gold this year as rate cut speculation swirls,0.09289062500000002,bullish
jan 20 2024,Is Costco’s $120 Executive membership a good deal? Here’s how much you need to spend to make it worthwhile,0.24188727938727933,bullish
jan 30 2024,How does credit card purchase protection work? Here’s what you need to know before you make a claim,0.22681465821000701,bullish
jan 30 2024,Here’s how to get a business credit card,0.25127046866177305,bullish
jan 18 2024,Cramer’s Lightning Round: Micron is a buy,0.004551820728291326,bullish
jan 18 2024,India’s consumption growth is set to accelerate as Goldman predicts ‘affluent’ Indians to nearly double,0.1692948717948718,bullish
jan 17 2024,The weight loss drug market may soon get more crowded. Here are the companies trying to enter the booming space,0.04605590062111803,bullish
jan 30 2024,“Cash stuffing” is all over TikTok — but is it a good way to budget your money?,0.11278236914600549,bullish
jan 13 2024,Bitcoin ETFs could open floodgates to $30 trillion wealth management market,0.07574159174159174,bullish
jan 12 2024,BlackRock’s Larry Fink says bitcoin ETFs are just the first step in the technological revolution of finance,0.045286195286195284,bullish
jan 12 2024,"Companies want to move fast with AI adoption, but see plenty of speedbumps",0.0901324937688574,bullish
jan 12 2024,"Crypto bulls see bitcoin flying above $100,000 after ETF approval",0.048516469038208165,bullish
jan 11 2024,Cramer’s Lightning Round: Exelixis is a ‘good spec’,0.05538419913419915,bullish
jan 11 2024,"I walk 10,000 steps a day—a longevity expert says I’m doing myself a favor: It’s ‘the most effective way’ to exercise",0.1862564322469983,bullish
jan 11 2024,Red Sea crisis could jeopardize inflation fight as shipping costs spike globally,0.07757434594391116,bullish
jan 11 2024,Bitcoin ETFs begin trading on U.S. exchanges,0.07175447658402202,bullish
jan 11 2024,Here’s what a bitcoin ETF actually means for investors,0.05609857355758996,bullish
jan 11 2024,Ark Invest president says bitcoin is now a ‘public good’ that all investors should have access to,0.18267023981309696,bullish
jan 11 2024,What will it cost you to buy a bitcoin ETF? Here are the cheapest and most expensive funds,0.04355427591276648,bullish
jan 11 2024,5 things to know before the stock market opens Thursday,0.0529283400038117,bullish
jan 10 2024,Spot ETFs offer an easier and cheaper way to invest in bitcoin,0.07334054834054833,bullish
jan 10 2024,Coinbase threatened by bitcoin ETFs after almost 400% surge in stock last year,0.06503841991341991,bullish
jan 10 2024,Global shipping rates set to jump as carriers avoid the Red Sea amid Houthi attacks,0.060687229437229435,bullish
jan 10 2024,The spot bitcoin ETF: Here’s what happens when it starts trading,0.09055537212316869,bullish
jan 9 2024,Bob Menendez claims ‘persecution’ in Senate floor remarks after latest allegations,0.13506054756054758,bullish
jan 9 2024,American Airlines’ frequent flyer program is changing. Here’s what you need to know,0.1391475545730865,bullish
jan 3 2024,"Bitcoin gives back Tuesday’s new year rally as traders weigh ETF decision, Fed policy",0.11968350168350167,bullish
jan 2 2024,"Stock and bond markets will see a ‘year for non-consensus’ in 2024, technical strategist says",0.07837875508330054,bullish
jan 2 2024,CNBC Daily Open: 2023’s winners and losers,0.09944088775074691,bullish
jan 1 2024,CNBC Daily Open: Winners and losers of 2023,0.11426887926887928,bullish
dec 28 2023,Nikki Haley backpedals Civil War comments in which she made no mention of slavery,0.10657467532467535,bullish
dec 28 2023,"Investors have faith in the Fed in 2024, see bank stock comeback, CNBC survey shows",0.20309505150022392,bullish
dec 27 2023,One of the highest-paid skateboarders says this is the ‘dumbest’ way he’s ever spent his money,0.16984848484848483,bullish
jan 26 2024,"Bilt’s February Rent Day: Exclusive Valentine’s Day reservations, 150% transfer bonus and more",0.2042340067340068,bullish
dec 26 2023,MicroStrategy’s bitcoin bet produces over 300% gain for investors in 2023,0.09053625053625054,bullish
dec 23 2023,Cevian Capital takes a stake in UBS. How the activist’s track record with banks could help it build value,0.08825396825396824,bullish
dec 22 2023,Universal banks on ‘Migration’ to expand its animation lead over Disney,0.10567760942760941,bullish
dec 21 2023,"Over 100,000 workers were laid off from tech jobs this year—here’s where they went",0.20440911901950862,bullish
dec 21 2023,"Container rates hit $10,000 as ocean freight inflation soars in Red Sea crisis",0.059265873015873015,bullish
dec 20 2023,"With Aquaman sequel’s release, one DC movie era ends and another begins",0.049563430919363126,bullish
dec 20 2023,"Weight loss drugs, Alzheimer’s treatments and gene editing: Enormous firsts defined 2023 in pharma",0.05788331071913162,bullish
dec 18 2023,That diamond in your Christmas stocking might have been grown in a lab,0.15284609008013267,bullish
nov 15 2023,"As Biden and Xi meet, Asian manufacturing slowdown returns to a 2020 low, led by a softer China",0.01902539988746885,bullish
nov 13 2023,Pfizer wants in on the weight loss drug market – and upcoming data will be crucial for its success,0.08222751710654937,bullish
nov 12 2023,Tim Scott drops out of the 2024 presidential race,0.1714285714285714,bullish
nov 9 2023,The IPO market has grown quiet again. Here’s what is behind the shift in sentiment,-0.001020225294418832,bearish
nov 8 2023,Robinhood drops 14% after reporting big declines in trading volume and revenue,0.05178571428571429,bullish
nov 8 2023,HSBC to launch storage services for tokenized securities as more big banks warm to blockchain,0.12304778554778557,bullish
nov 2 2023,Eli Lilly says supply of blockbuster diabetes drug Mounjaro has improved in U.S.,0.14668753865182435,bullish
nov 2 2023,Ivana Trump’s $22.5 million townhouse is still on the market after a year — look inside,0.08693604879968515,bullish
nov 1 2023,"Bobby Knight, legendary Indiana Hoosiers basketball coach, dies at 83",0.42857142857142855,bullish
oct 31 2023,Biden administration to crack down on ‘junk fees’ in retirement plans,0.04801444146682241,bullish
oct 25 2023,"From Bill Gates to the pope, talk of carbon capture and its efficacy is dividing society",0.06715282524493048,bullish
oct 23 2023,Sen. Bob Menendez pleads not guilty to foreign agent charge in corruption case,-0.06141153928039173,bearish
oct 23 2023,CNBC Daily Open: Feeling of uncertainty is hard to shrug off for investors,-0.008917399804496576,bearish
oct 22 2023,CNBC Daily Open: Investors can’t shake off the feeling of uncertainty,0.007375393277032627,bullish
oct 20 2023,"Cryptocurrencies cap a winning week, bitcoin tops $30,000 on ETF optimism and flight to safety",0.10284355179704018,bullish
oct 18 2023,Sold out hotels and spike in beer sales: How the Cricket World Cup could boost India’s economy,0.048655473655473645,bullish
oct 17 2023,CNBC Daily Open: Bonds are driving stocks even amid big bank earnings,0.13851089015151513,bullish
oct 17 2023,"The secret life of Jimmy Zhong, who stole – and lost – more than $3 billion",0.09819069012382964,bullish
oct 16 2023,CNBC Daily Open: JPMorgan’s big profit growth isn’t likely to persist,0.03656926406926407,bullish
oct 15 2023,CNBC Daily Open: Big banks’ big profits aren’t likely to last,0.037761994949494955,bullish
oct 13 2023,"Stablecoin Tether promotes tech chief to CEO, taking over from mysterious crypto leader",0.10543831168831168,bullish
oct 11 2023,An ‘extended war’? Markets may be underestimating the Israel-Hamas conflict,0.027846320346320345,bullish
oct 6 2023,A new Chile? Argentina is at the epicenter of a new ‘white gold’ rush,0.058319019689987435,bullish
oct 5 2023,"Why borrowing costs for nearly everything are surging, and what it means for you",0.02637693631669535,bullish
oct 4 2023,Sen. Bob Menendez on reelection bid: ‘We will announce it when it comes time’,-0.009326018808777436,bearish
oct 2 2023,Sen. Bob Menendez bribery trial set for May 2024,0.1295522186147186,bullish
oct 2 2023,"Stocks making the biggest moves midday: Sphere Entertainment, Riot, Instacart, Insulet and more",0.057777777777777775,bullish
sep 28 2023,"Menendez addresses Democrats, vows to remain in Senate for New Jersey despite bribery charges",0.08866550116550112,bullish
sep 27 2023,Costco CEO says more younger people are signing up for memberships,-0.0394607843137255,bearish
sep 27 2023,Costco is selling gold bars and they are selling out within a few hours,0.1193602912239276,bullish
sep 27 2023,Sen. Bob Menendez to be arraigned as resignation calls grow louder,-0.04685491276400368,bearish
sep 26 2023,"Costco tops quarterly earnings expectations, even as sales remain soft",0.08380059094344806,bullish
sep 26 2023,"Sen. Cory Booker, more than a dozen other Democratic senators call on Menendez to quit due to bribery indictment",0.05393939393939392,bullish
sep 25 2023,"Fetterman plans to return donation tied to Menendez ‘in envelopes stuffed with $100 bills,’ spokesman says",0.07954545454545452,bullish
sep 25 2023,Sen. Bob Menendez suggests cash found in bribery raid came from ‘personal savings’,0.024920255183413068,bullish
sep 25 2023,Watch: Sen. Bob Menendez speaks in New Jersey on heels of bribery indictment,0.03484848484848485,bullish
sep 22 2023,Bill Gates: ‘Republicans for climate change action are gold’,0.08624416708832294,bullish
sep 22 2023,Sen. Menendez defiant after second corruption indictment: ‘Prosecutors did that the last time’,-0.03632231404958679,bearish
sep 22 2023,Sen. Bob Menendez of New Jersey and his wife charged with bribery,0.04667891031527395,bullish
sep 18 2023,"Olive oil prices surge over 100% to record highs, sparking cooking oil thefts",0.01973343685300207,bullish
sep 15 2023,Sen. Bernie Sanders calls out automaker CEOs at UAW strike rally: ‘It is time for you to end your greed’,0.04261583011583012,bullish
sep 15 2023,The meme stock mania is now a movie. Here’s what has happened to GameStop and AMC,0.02799679236426224,bullish
sep 11 2023,"Bank of England bond sales creating a ‘selling gold at the bottom’ moment, strategist says",0.07281818181818181,bullish
sep 10 2023,"Ozempic, Wegovy may curb drinking, smoking and other addictive behaviors – here’s what we know",0.10922339565196709,bullish
sep 8 2023,Taylor Swift is single-handedly giving a boost to hotel industry revenue,0.07194805194805193,bullish
sep 6 2023,Cramer identifies ‘cracks’ he sees in the market,0.0032061688311688257,bullish
sep 6 2023,"Disney’s wildest ride: Iger, Chapek and the making of an epic succession mess",0.06762504350758128,bullish
sep 5 2023,CNBC Daily Open: Bitcoin’s still struggling to gain acceptance,0.008774281274281278,bullish
sep 4 2023,CNBC Daily Open: Investors still aren’t convinced by bitcoin,-0.02012765643447461,bearish
sep 3 2023,"BMW, Mercedes launch biggest EV push yet to catch Tesla with new models",0.08293586373943519,bullish
sep 2 2023,Op-ed: Commodities indicators may signal sustained uptrend,0.06237420422714541,bullish
sep 2 2023,"Jimmy Buffett, legendary ‘Margaritaville’ singer, dies at 76",0.20767520767520767,bullish
sep 1 2023,Ron Insana cautions against falling for the latest version of the BRICs,0.07995834074601198,bullish
sep 1 2023,A Saudi-Israel deal could dramatically reshape the Middle East — but don’t expect it anytime soon,0.06886243386243387,bullish
aug 31 2023,Ozempic could be the next target of Medicare drug price negotiations – here’s why,0.033643183300717555,bullish
aug 26 2023,FIFA suspends Spanish soccer president over controversial World Cup kiss,0.11577380952380951,bullish
aug 25 2023,"Wegovy helps reduce heart failure symptoms in obese people, study says",0.014251893939393941,bullish
aug 24 2023,"75% of people age 50 and up worry Social Security will run out of money in their lifetimes, survey finds",0.08677721088435371,bullish
aug 24 2023,"Longevity is challenging people to reimagine their later years. One age cohort is ‘carrying the most stress and burden,’ research finds",0.15578463203463203,bullish
aug 23 2023,"Truck purchases are driving up the average cost of car payments. Some buyers pay over $1,000 a month",0.11061117670208581,bullish
aug 22 2023,Cramer’s Lightning Round: Marathon Oil is a buy,-0.07083333333333332,bearish
aug 22 2023,"Trump has yet to help his Georgia co-defendants with their legal bills, a risky test of their loyalty",0.036331263765474325,bullish
aug 22 2023,Jim Cramer says this stock is ‘sitting on a gold mine’ because of its AI potential,0.1875,bullish
aug 21 2023,"Weight loss drugs boost sales at retail pharmacies, but they may not help profits much",0.07224382480264832,bullish
aug 21 2023,"If you found gold coins, meteorites or cash stuffed in a piano, the tax man wants a piece",0.09976612818076235,bullish
aug 21 2023,Redwire and Sierra team up to make drugs in space on inflatable habitat’s first mission,0.2041541791541792,bullish
aug 16 2023,"Wegovy could prevent up to 1.5 million heart attacks, strokes over 10 years, study says",0.046679197994987466,bullish
aug 15 2023,Phishing scams targeting small business on social media including Meta are a ‘gold mine’ for criminals,0.015123620510944458,bullish
aug 10 2023,"Gold prices to breach all-time highs? Some expect bullion to hit $2,500",0.09535274621212123,bullish
aug 10 2023,Novo Nordisk to acquire obesity drug maker Inversago Pharma for up to $1 billion,0.051477507999247135,bullish
aug 9 2023,"Winner of record $1.6 billion-plus Mega Millions jackpot should watch out for these pitfalls, experts warn",0.06055088702147525,bullish
aug 8 2023,PayPal is trying to drag its 435 million users into the $120 billion stablecoin market — here’s why,0.03252396887366213,bullish
aug 3 2023,CNBC Daily Open: Investors are looking for signs of weakness,0.02338326446280994,bullish
aug 3 2023,Four-time Olympic medalist Dominique Dawes on how she defines success,0.08488724453840732,bullish
aug 3 2023,"Bitcoin launderer pleads guilty, admits to massive Bitfinex hack",0.012205387205387204,bullish
aug 1 2023,Amazon employees leak secret info that marketplace sellers can buy on Telegram,-0.013721500721500713,bearish
jul 31 2023,Cramer’s Lightning Round: Pass on Spirit Airlines,-0.04166666666666666,bearish
jul 29 2023,Why substituting cryptocurrency for gold exposure may be a costly mistake,-0.00104166666666667,bearish
jul 28 2023,"Google, Microsoft, and Meta can’t stop talking about A.I. — here’s why Apple rarely mentions it",0.0751831501831502,bullish
jul 26 2023,Eric Adams’ relationship with the NY tech community hits some snags,0.08720700031675643,bullish
jul 24 2023,Watch now: ETF Edge on the path for gold funds,0.5089285714285714,bullish
jul 20 2023,How Samsung and Texas Instruments made the Lone Star State the hub of U.S. chip manufacturing,0.11956168831168833,bullish
jul 18 2023,Barbie is all the buzz this summer — and retailers hope it will make cautious consumers spend,0.19782140602453105,bullish
jul 17 2023,Wagner’s failed rebellion could hit the Kremlin’s ambitions for a ‘pro-Russian state’ in Africa,0.05525623025623027,bullish
jul 14 2023,Obesity drug maker Versanis to be bought by Eli Lilly for $1.9 billion,0.12433862433862436,bullish
jul 8 2023,U.S. soccer star Megan Rapinoe announces retirement,0.2476190476190476,bullish
jul 6 2023,Microsoft CFO Amy Hood warned employees not to ‘build a gold toilet’,0.032723577235772364,bullish
jul 6 2023,Amazon sellers say they were kicked off site after unknowingly hawking stolen goods,-0.0003638602776533754,bearish
jul 5 2023,Franchising industry holds its breath as FTC takes a closer look at regulations,0.0576875901875902,bullish
jul 5 2023,5 things to know before the stock market opens Wednesday,0.09704673857216228,bullish
jun 28 2023,West Coast port workers in Canada to strike starting July 1 in blow to recovering supply chain,0.07306706773618539,bullish
jun 28 2023,Simone Biles set to return to competition for first time since 2021 Tokyo Olympics,0.128760162601626,bullish
jun 28 2023,"As drugmakers race to develop the next big weight loss pill, Eli Lilly may have an edge",0.11458769724898764,bullish
jun 28 2023,Yevgeny Prigozhin’s future — what could be next for Russia’s mutinous mercenary chief,0.016922023124554767,bullish
jun 26 2023,Pfizer to end development of experimental obesity pill due to elevated liver enzymes,0.09694163860830526,bullish
jun 25 2023,"The inside man who shook the Kremlin: Who is Yevgeny Prigozhin, and what’s next for him?",0.06325557158890491,bullish
jun 24 2023,What is the Wagner Group? A look at the mercenary group led by man accused of ‘armed mutiny’ in Russia,-0.0013670539986329485,bearish
jun 21 2023,Jan. 6 rioter who electroshocked D.C. Officer Michael Fanone sentenced to 12.5 years,-0.05654761904761903,bearish
jun 18 2023,Nike’s approach to solving the biggest problem for girls in sports,0.06251096681096678,bullish
jun 16 2023,"Retailers are preparing for a discount-heavy, down holiday season: CNBC survey",0.06955594910140364,bullish
jun 14 2023,"Oracle hits record after 50% surge in 2023, defying tech struggles",0.16636213323713328,bullish
jun 14 2023,Golden Knights’ Stanley Cup win cements Las Vegas as a big-time sports city,0.185564738292011,bullish
jun 9 2023,"Apple Vision Pro: Impressive specs, new way of interacting could help it break the VR curse",0.1340935464027067,bullish
jun 9 2023,Livestream shopping booms as small businesses strike gold on social media,0.052300242130750595,bullish
jun 7 2023,Elon Musk discussed a possible Mongolia expansion with the country’s prime minister,0.07720214568040654,bullish
jun 3 2023,"The rise of Albemarle, the world’s largest lithium producer",0.08464646464646464,bullish
jun 2 2023,"Billionaire Tom Siebel faces tumult at C3.ai as investor lawsuit, short sellers question metrics",0.04612385374482148,bullish
jun 1 2023,"Cramer’s Lightning Round: Gold is great, stick with Franco-Nevada",0.05594135802469137,bullish
jun 1 2023,Why Apple’s VR headset could succeed where every similar product has failed,0.12435548082869509,bullish
may 30 2023,Bitcoin rises as investors await vote on tentative debt ceiling agreement,0.0218452380952381,bullish
may 25 2023,Cramer’s Lightning Round: Vornado is a buy,-0.01061207311207308,bearish
may 25 2023,Sandra Douglass Morgan helped shape sports betting around the country. Now she’s leading the NFL’s Raiders,0.19817460317460314,bullish
may 24 2023,Bitcoin and ether slide as debt ceiling negotiations weigh on investors,-0.021153846153846155,bearish
may 24 2023,‘The story is all about gold.’ ETF experts on commodity-based strategies,0.129684265010352,bullish
may 24 2023,France bans short-haul flights as it looks to cut transport emissions,0.05760891590678826,bullish
may 23 2023,Cramer’s Lightning Round: Get rid of Chimera,-0.20107575757575757,bearish
may 23 2023,"Bitcoin climbs back above $27,000 after Hong Kong greenlights some retail crypto trading",-0.006585497835497845,bearish
may 19 2023,CNBC Daily Open: Exhale and breathe,0.0425974025974026,bullish
may 18 2023,CNBC Daily Open: Time to exhale and breathe,0.0425974025974026,bullish
may 18 2023,Shell company stock hijacker Mark Miller sentenced to year in prison,-0.023593073593073603,bearish
may 18 2023,"Stocks making the biggest moves midday: Walmart, Netflix, Alibaba, Nvidia & more",0.0990841750841751,bullish
may 18 2023,This trader’s got the ‘perfect’ job for full-time travel — and he’s teaching others how to do it,0.21716153470185728,bullish
may 15 2023,Cramer’s Lightning Round: I am not a believer in Coinbase,0.07905505952380953,bullish
may 15 2023,"Stocks making the biggest moves midday: Shake Shack, Charles Schwab, Activision Blizzard and more",0.12888257575757575,bullish
may 12 2023,Russian diamonds could soon be sanctioned — potentially disrupting the global jewelry market,0.045607434893149175,bullish
may 11 2023,NBCUniversal ad chief Linda Yaccarino in talks to succeed Elon Musk as Twitter CEO,0.07021531100478469,bullish
may 10 2023,Palantir dumps $50 million gold investment less than two years after buying precious metal,0.0921236559139785,bullish
may 10 2023,Bitcoin rises slightly after key inflation data comes in better than feared,0.045705782312925165,bullish
may 8 2023,Abandoned coal mines may be gold mines for geothermal energy,0.1012483640390617,bullish
may 8 2023,"Institutional interest in crypto is ‘maturing,’ says Cantor Fitzgerald’s Han",0.09194444444444447,bullish
may 6 2023,Restaurants embrace premium reservations to target big spenders,0.1932380390172598,bullish
may 5 2023,Apple and fintechs like Robinhood chase yield-hungry depositors as Fed rate hikes continue,0.0938144712430427,bullish
